time,thermostat_room_temp,room_temp,thermostat_outside_temp,supply_discharge_temp,ahu_supply_temp,setpoint,setpoint_max,setpoint_min,clg_sp_current,htg_sp_current,clg_sp_offset,htg_sp_offset,occupied_clg_sp,occupied_htg_sp,unoccupied_clg_sp,unoccupied_htg_sp,htg_valve_position,htg_valve_command,airflow_desired,airflow_current,airflow_max,airflow_min,damper_position,damper_command,damper_integral_factor,htg_signal,clg_signal,htg_clg_mode,occupied_status,airflow_current_smooth,room_temp_smooth,supply_discharge_temp_smooth,thermostat_outside_temp_smooth,sensible_heat_in,sensible_heat_room,sensible_heat_in_smooth,sensible_heat_room_smooth,thermostat_room_temp_ave,room_temp_ave,thermostat_outside_temp_ave,supply_discharge_temp_ave,ahu_supply_temp_ave,htg_valve_position_ave,htg_valve_command_ave,airflow_desired_ave,airflow_current_ave,damper_position_ave,damper_command_ave,damper_integral_factor_ave,htg_signal_ave,clg_signal_ave,airflow_current_smooth_ave,room_temp_smooth_ave,supply_discharge_temp_smooth_ave,thermostat_outside_temp_smooth_ave,sensible_heat_in_ave,sensible_heat_room_ave,sensible_heat_in_smooth_ave,sensible_heat_room_smooth_ave
2021-04-17T00:00:00.0,71.0,71.4,47.0,77.1,53.8,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,46.9473686218262,47.4299240112305,684.579528808594,710.0,1000.0,400.0,86.2105255126953,86.089225769043,0.0180000010877848,47.4299240112305,0.0,true,true,709.3999999999999,71.37428571428566,77.30571428571423,47.19999999999999,54740.99999999999,50694.00000000001,54840.673714285665,50632.91828571424,70.95,71.22999999999999,47.2,82.25,55.09000000000001,50.0000007629395,48.02659072875978,684.5595275878907,716.2,86.39999923706054,86.2350975036621,0.01728000044822695,48.02659072875978,0.0,716.1399999999999,71.23085714285709,82.25771428571423,47.21999999999999,58921.369999999995,51013.53,58922.20297142853,51010.104171428524
2021-04-17T00:10:00.0,71.0,71.4,47.0,78.8,55.1,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,46.315788269043,47.4049224853516,684.429504394531,707.0,1000.0,400.0,86.2105255126953,86.0221710205078,0.0180000010877848,47.4049224853516,0.0,true,true,704.7999999999998,71.39999999999996,78.8771428571428,46.99999999999999,55711.6,50479.8,55592.61028571423,50322.719999999965,71.0,71.35999999999999,47.1,80.29999999999998,55.2,46.789473724365244,47.427423858642605,684.5645263671876,708.8,86.2105255126953,86.08252029418946,0.0180000010877848,47.427423858642605,0.0,708.4999999999998,71.36171428571424,80.29742857142853,47.08,56917.33,50579.92,56891.37417142852,50559.743028571385
2021-04-17T00:20:00.0,71.0,71.3,47.0,80.3,55.5,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,46.1052627563477,47.2715911865234,683.629516601562,707.0,1000.0,400.0,86.2105255126953,85.708625793457,0.0180000010877848,47.2715911865234,0.0,true,true,706.3999999999999,71.32571428571424,80.31714285714281,46.99999999999999,56772.1,50409.1,56736.02971428567,50384.48457142853,71.0,71.35,47.0,78.41999999999999,54.629999999999995,46.12631530761724,47.279924774169885,683.6795227050779,703.0,86.2105255126953,85.72739639282227,0.0180000010877848,47.279924774169885,0.0,703.5399999999998,71.34999999999995,78.42257142857139,46.99999999999999,55132.04,50158.98,55175.81137142853,50197.546628571385
2021-04-17T00:30:00.0,71.0,71.2,47.0,80.2,54.9,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,46.1052627563477,47.2549285888672,683.529541015625,691.0,1000.0,400.0,85.5789489746094,85.663215637207,0.0180000010877848,47.2549285888672,0.0,true,true,692.8,71.22571428571425,80.19999999999995,46.99999999999999,55418.200000000004,49199.200000000004,55562.55999999996,49345.174857142825,71.0,71.32000000000001,47.0,78.25,54.98,46.105262756347706,47.25826110839843,683.5495361328125,697.0,85.76842193603515,85.67229919433593,0.0180000010877848,47.25826110839843,0.0,697.12,71.32085714285711,78.24142857142853,46.99999999999999,54543.86,49710.33,54546.692914285675,49719.38148571424
2021-04-17T00:40:00.0,71.0,71.3,47.0,76.7,54.9,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,46.1052627563477,47.2549285888672,683.529541015625,688.0,1000.0,400.0,85.5789489746094,85.663215637207,0.0180000010877848,47.2549285888672,0.0,true,true,686.8,71.33428571428566,76.87142857142852,46.99999999999999,52769.6,49054.4,52795.2971428571,48992.38742857138,71.0,71.32,47.0,78.79,55.33,46.105262756347706,47.254928588867195,683.529541015625,689.8,85.57894897460939,85.66321563720702,0.0180000010877848,47.254928588867195,0.0,689.68,71.3208571428571,78.80628571428568,46.99999999999999,54355.119999999995,49196.29,54355.68005714282,49188.384057142815
2021-04-17T00:50:00.0,71.0,71.4,45.0,77.8,55.1,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,46.1052627563477,47.2299270629883,683.379577636719,688.0,1000.0,400.0,85.5789489746094,85.6155853271484,0.0180000010877848,47.2299270629883,0.0,true,true,687.3999999999999,71.40857142857139,77.86857142857137,45.19999999999999,53526.4,49123.200000000004,53526.85599999995,49086.251999999964,71.0,71.32000000000001,46.0,79.47,54.970000000000006,46.105262756347706,47.24992904663088,683.4995483398437,686.7,85.57894897460939,85.65346527099608,0.0180000010877848,47.24992904663088,0.0,686.6399999999999,71.3191428571428,79.46228571428567,45.99999999999999,54571.52,48975.44,54561.55737142853,48970.59845714282
2021-04-17T01:00:00.0,71.0,71.3,45.0,80.2,54.7,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,46.1052627563477,47.2215957641602,683.329528808594,688.0,1000.0,400.0,85.5789489746094,85.6000518798828,0.0180000010877848,47.2215957641602,0.0,true,true,687.3999999999999,71.29999999999995,80.11428571428567,44.8,55177.6,49054.4,55070.55999999996,49011.61999999996,71.0,71.29999999999998,45.0,78.60000000000001,54.5,46.105262756347706,47.221595764160206,683.3295288085939,686.1,85.57894897460939,85.6000518798828,0.0180000010877848,47.221595764160206,0.0,686.1,71.29914285714281,78.59314285714281,44.98,53927.030000000006,48918.96000000001,53922.39839999996,48918.37228571425
2021-04-17T01:10:00.0,71.0,71.2,44.0,80.1,54.0,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,46.1052627563477,47.2215957641602,683.329528808594,685.0,1000.0,400.0,85.5789489746094,85.6000518798828,0.0180000010877848,47.2215957641602,0.0,true,true,688.5999999999999,71.21714285714282,80.06571428571425,43.999999999999986,54868.49999999999,48772.0,55133.250857142826,49040.12457142854,71.0,71.3,44.1,78.28,54.65999999999999,46.105262756347706,47.221595764160206,683.3295288085939,687.4,85.57894897460939,85.6000518798828,0.0180000010877848,47.221595764160206,0.0,687.7,71.29999999999995,78.27657142857137,44.12,53809.81,49011.68000000001,53831.16931428568,49032.999028571394
2021-04-17T01:20:00.0,71.0,71.2,43.0,77.8,54.9,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,46.1052627563477,47.2215957641602,683.329528808594,688.0,1000.0,400.0,85.5789489746094,85.6000518798828,0.0180000010877848,47.2215957641602,0.0,true,true,687.1999999999999,71.19142857142853,77.83428571428567,43.19999999999999,53526.4,48985.6,53487.72114285711,48922.74971428568,71.0,71.29,43.8,78.22,54.78000000000001,46.105262756347706,47.221595764160206,683.3295288085939,688.3,85.57894897460939,85.6000518798828,0.0180000010877848,47.221595764160206,0.0,687.9799999999999,71.28828571428568,78.23714285714281,43.8,53840.5,49068.880000000005,53826.52965714282,49044.91571428567
2021-04-17T01:30:00.0,71.0,71.4,43.0,77.5,55.2,72.0,85.0,65.0,74.0,71.0,3.0,0.0,74.0,71.0,85.0,55.0,46.1052627563477,47.2215957641602,683.329528808594,688.0,1000.0,400.0,85.5789489746094,85.6000518798828,0.0180000010877848,47.2215957641602,0.0,true,true,686.3999999999999,71.39999999999996,77.54285714285709,42.79999999999999,53320.0,49123.200000000004,53225.41714285709,49008.95999999996,71.0,71.3,42.9,79.64000000000001,55.15,46.105262756347706,47.221595764160206,683.3295288085939,685.9,85.57894897460939,85.6000518798828,0.0180000010877848,47.221595764160206,0.0,686.2399999999999,71.30171428571424,79.62971428571424,42.879999999999995,54625.380000000005,48904.54000000001,54644.9375428571,48930.06588571425
